{'yaw': -157.6705, 'pitch': -4.33582, 'roll': -2.451883, 'Ax': 0, 'Ay': 485, 'Az': 7381, 'timestamps': 1542884104.3810017}
{'yaw': -88.00321, 'pitch': -8.409878, 'roll': 5.369761, 'Ax': 878, 'Ay': 1200, 'Az': -2985, 'timestamps': 1542884322.724795}
{'yaw': -87.92152, 'pitch': -8.987905, 'roll': 4.818581, 'Ax': 728, 'Ay': 1234, 'Az': -2957, 'timestamps': 1542884322.7388275}
{'yaw': -87.72855, 'pitch': -9.514392, 'roll': 4.222953, 'Ax': 579, 'Ay': 1152, 'Az': -2852, 'timestamps': 1542884322.7472832}
{'yaw': -87.42537, 'pitch': -9.977, 'roll': 3.581966, 'Ax': 406, 'Ay': 891, 'Az': -2700, 'timestamps': 1542884322.7582707}
{'yaw': -87.00396, 'pitch': -10.31346, 'roll': 2.865711, 'Ax': 245, 'Ay': 572, 'Az': -2554, 'timestamps': 1542884322.7656822}
{'yaw': -86.46291, 'pitch': -10.53007, 'roll': 2.054529, 'Ax': 152, 'Ay': 299, 'Az': -2437, 'timestamps': 1542884322.7756708}
{'yaw': -85.91815, 'pitch': -10.69774, 'roll': 1.162144, 'Ax': 43, 'Ay': 19, 'Az': -2347, 'timestamps': 1542884322.7845678}
{'yaw': -85.43339, 'pitch': -10.89266, 'roll': 0.183476, 'Ax': -66, 'Ay': -214, 'Az': -2286, 'timestamps': 1542884322.7973049}
{'yaw': -85.01994, 'pitch': -11.16098, 'roll': -0.888334, 'Ax': -82, 'Ay': -196, 'Az': -2179, 'timestamps': 1542884322.8076406}
{'yaw': -84.66091, 'pitch': -11.52999, 'roll': -2.032687, 'Ax': 69, 'Ay': -94, 'Az': -1862, 'timestamps': 1542884322.8166957}
{'yaw': -84.31732, 'pitch': -11.9767, 'roll': -3.208143, 'Ax': 411, 'Ay': 64, 'Az': -1311, 'timestamps': 1542884322.8550808}
{'yaw': -83.95006, 'pitch': -12.45387, 'roll': -4.347418, 'Ax': 876, 'Ay': 260, 'Az': -567, 'timestamps': 1542884322.8593318}
{'yaw': -83.56409, 'pitch': -12.9632, 'roll': -5.421218, 'Ax': 1299, 'Ay': 393, 'Az': 169, 'timestamps': 1542884322.8650165}
{'yaw': -83.17612, 'pitch': -13.48672, 'roll': -6.417809, 'Ax': 1576, 'Ay': 352, 'Az': 828, 'timestamps': 1542884322.865143}
{'yaw': -82.76912, 'pitch': -13.97602, 'roll': -7.379135, 'Ax': 1666, 'Ay': 246, 'Az': 1279, 'timestamps': 1542884322.869003}
{'yaw': -82.32551, 'pitch': -14.41731, 'roll': -8.357556, 'Ax': 1561, 'Ay': 128, 'Az': 1525, 'timestamps': 1542884322.8762152}
{'yaw': -81.82571, 'pitch': -14.78639, 'roll': -9.371671, 'Ax': 1340, 'Ay': 99, 'Az': 1722, 'timestamps': 1542884322.9155543}
{'yaw': -81.31464, 'pitch': -15.164, 'roll': -10.38023, 'Ax': 1081, 'Ay': 96, 'Az': 1997, 'timestamps': 1542884322.9250154}
{'yaw': -80.86494, 'pitch': -15.63522, 'roll': -11.32432, 'Ax': 832, 'Ay': 104, 'Az': 2412, 'timestamps': 1542884322.9251137}
{'yaw': -80.49595, 'pitch': -16.22779, 'roll': -12.15512, 'Ax': 611, 'Ay': 147, 'Az': 2884, 'timestamps': 1542884322.9252076}
{'yaw': -80.1777, 'pitch': -16.95944, 'roll': -12.89969, 'Ax': 425, 'Ay': 252, 'Az': 3250, 'timestamps': 1542884322.9397767}
{'yaw': -79.863, 'pitch': -17.73746, 'roll': -13.61121, 'Ax': 283, 'Ay': 415, 'Az': 3489, 'timestamps': 1542884322.9460855}
{'yaw': -79.49075, 'pitch': -18.46505, 'roll': -14.35555, 'Ax': 157, 'Ay': 508, 'Az': 3637, 'timestamps': 1542884322.9517405}
{'yaw': -79.0411, 'pitch': -19.10154, 'roll': -15.15762, 'Ax': 30, 'Ay': 591, 'Az': 3779, 'timestamps': 1542884322.9837654}
{'yaw': -78.4971, 'pitch': -19.62684, 'roll': -16.02055, 'Ax': -82, 'Ay': 738, 'Az': 3993, 'timestamps': 1542884322.983861}
{'yaw': -77.89487, 'pitch': -20.0825, 'roll': -16.89917, 'Ax': -160, 'Ay': 959, 'Az': 4295, 'timestamps': 1542884322.9839556}
{'yaw': -77.29665, 'pitch': -20.56722, 'roll': -17.73085, 'Ax': -253, 'Ay': 1025, 'Az': 4701, 'timestamps': 1542884322.9881945}
{'yaw': -76.75959, 'pitch': -21.09083, 'roll': -18.50439, 'Ax': -335, 'Ay': 1010, 'Az': 5152, 'timestamps': 1542884323.0161295}
{'yaw': -76.22645, 'pitch': -21.60897, 'roll': -19.23975, 'Ax': -311, 'Ay': 1059, 'Az': 5570, 'timestamps': 1542884323.0211284}
{'yaw': -75.66284, 'pitch': -22.08494, 'roll': -19.94697, 'Ax': -175, 'Ay': 1191, 'Az': 6007, 'timestamps': 1542884323.021254}
{'yaw': -75.10733, 'pitch': -22.50735, 'roll': -20.59588, 'Ax': -22, 'Ay': 1281, 'Az': 6545, 'timestamps': 1542884323.0279667}
{'yaw': -74.58443, 'pitch': -22.89958, 'roll': -21.14834, 'Ax': 55, 'Ay': 1293, 'Az': 7110, 'timestamps': 1542884323.0684128}
{'yaw': -74.12037, 'pitch': -23.26414, 'roll': -21.5789, 'Ax': 20, 'Ay': 1224, 'Az': 7602, 'timestamps': 1542884323.0791926}
{'yaw': -73.73804, 'pitch': -23.6182, 'roll': -21.87814, 'Ax': -112, 'Ay': 1094, 'Az': 8099, 'timestamps': 1542884323.0792875}
{'yaw': -73.45345, 'pitch': -24.00363, 'roll': -22.0202, 'Ax': -308, 'Ay': 893, 'Az': 8586, 'timestamps': 1542884323.0793831}
{'yaw': -73.2963, 'pitch': -24.43404, 'roll': -21.98347, 'Ax': -533, 'Ay': 608, 'Az': 9048, 'timestamps': 1542884323.086063}
{'yaw': -73.29179, 'pitch': -24.90533, 'roll': -21.75984, 'Ax': -710, 'Ay': 358, 'Az': 9406, 'timestamps': 1542884323.0902028}
{'yaw': -73.38181, 'pitch': -25.37121, 'roll': -21.40397, 'Ax': -849, 'Ay': 163, 'Az': 9498, 'timestamps': 1542884323.1010742}
{'yaw': -73.50871, 'pitch': -25.74641, 'roll': -20.99424, 'Ax': -1052, 'Ay': -41, 'Az': 9224, 'timestamps': 1542884323.1148095}
{'yaw': -73.63855, 'pitch': -25.94623, 'roll': -20.60294, 'Ax': -1349, 'Ay': -350, 'Az': 8696, 'timestamps': 1542884323.1199112}
{'yaw': -73.75643, 'pitch': -25.94253, 'roll': -20.27883, 'Ax': -1716, 'Ay': -755, 'Az': 8121, 'timestamps': 1542884323.1592596}
{'yaw': -73.86455, 'pitch': -25.71656, 'roll': -20.00678, 'Ax': -2018, 'Ay': -1083, 'Az': 7652, 'timestamps': 1542884323.1963189}
{'yaw': -73.96988, 'pitch': -25.30913, 'roll': -19.74903, 'Ax': -2174, 'Ay': -1278, 'Az': 7337, 'timestamps': 1542884323.2106583}
{'yaw': -74.11113, 'pitch': -24.78718, 'roll': -19.46996, 'Ax': -2208, 'Ay': -1372, 'Az': 7123, 'timestamps': 1542884323.210817}
{'yaw': -74.26416, 'pitch': -24.1647, 'roll': -19.14431, 'Ax': -2108, 'Ay': -1333, 'Az': 6965, 'timestamps': 1542884323.2108905}
{'yaw': -74.446, 'pitch': -23.50095, 'roll': -18.76697, 'Ax': -1932, 'Ay': -1184, 'Az': 6772, 'timestamps': 1542884323.2109525}
{'yaw': -74.67619, 'pitch': -22.85336, 'roll': -18.35281, 'Ax': -1771, 'Ay': -1051, 'Az': 6490, 'timestamps': 1542884323.2110095}
{'yaw': -74.9475, 'pitch': -22.2424, 'roll': -17.9325, 'Ax': -1619, 'Ay': -954, 'Az': 6178, 'timestamps': 1542884323.211096}
{'yaw': -75.25745, 'pitch': -21.66358, 'roll': -17.48989, 'Ax': -1450, 'Ay': -869, 'Az': 5912, 'timestamps': 1542884323.2183063}
{'yaw': -75.60015, 'pitch': -21.10367, 'roll': -17.04564, 'Ax': -1259, 'Ay': -788, 'Az': 5678, 'timestamps': 1542884323.22444}
{'yaw': -75.94576, 'pitch': -20.5424, 'roll': -16.60745, 'Ax': -1025, 'Ay': -696, 'Az': 5438, 'timestamps': 1542884323.2288258}
{'yaw': -76.28614, 'pitch': -19.96866, 'roll': -16.17531, 'Ax': -772, 'Ay': -623, 'Az': 5258, 'timestamps': 1542884323.268138}
{'yaw': -76.61734, 'pitch': -19.37287, 'roll': -15.7375, 'Ax': -518, 'Ay': -640, 'Az': 5143, 'timestamps': 1542884323.2764974}
{'yaw': -76.93196, 'pitch': -18.74945, 'roll': -15.28834, 'Ax': -262, 'Ay': -720, 'Az': 5126, 'timestamps': 1542884323.2765942}
{'yaw': -77.27768, 'pitch': -18.13699, 'roll': -14.80914, 'Ax': -22, 'Ay': -823, 'Az': 5168, 'timestamps': 1542884323.2766879}
{'yaw': -77.6522, 'pitch': -17.54861, 'roll': -14.30273, 'Ax': 230, 'Ay': -908, 'Az': 5208, 'timestamps': 1542884323.284071}
{'yaw': -78.04359, 'pitch': -17.01254, 'roll': -13.77873, 'Ax': 518, 'Ay': -915, 'Az': 5226, 'timestamps': 1542884323.2945058}
{'yaw': -78.46773, 'pitch': -16.5362, 'roll': -13.21777, 'Ax': 816, 'Ay': -890, 'Az': 5239, 'timestamps': 1542884323.3053703}
{'yaw': -78.90504, 'pitch': -16.10665, 'roll': -12.62079, 'Ax': 1071, 'Ay': -877, 'Az': 5226, 'timestamps': 1542884323.3154929}
{'yaw': -79.35456, 'pitch': -15.64444, 'roll': -11.96831, 'Ax': 1274, 'Ay': -882, 'Az': 5187, 'timestamps': 1542884323.3282058}
{'yaw': -79.79012, 'pitch': -15.06231, 'roll': -11.25101, 'Ax': 1445, 'Ay': -809, 'Az': 5129, 'timestamps': 1542884323.3346956}
{'yaw': -80.13358, 'pitch': -14.36052, 'roll': -10.51019, 'Ax': 1615, 'Ay': -723, 'Az': 4948, 'timestamps': 1542884323.339451}
{'yaw': -80.41194, 'pitch': -13.55935, 'roll': -9.730077, 'Ax': 1716, 'Ay': -765, 'Az': 4715, 'timestamps': 1542884323.3503447}
{'yaw': -80.64196, 'pitch': -12.67912, 'roll': -8.940248, 'Ax': 1772, 'Ay': -904, 'Az': 4466, 'timestamps': 1542884323.3641477}
{'yaw': -80.82702, 'pitch': -11.74099, 'roll': -8.141991, 'Ax': 1817, 'Ay': -993, 'Az': 4180, 'timestamps': 1542884323.3716536}
{'yaw': -80.9879, 'pitch': -10.80652, 'roll': -7.336954, 'Ax': 1856, 'Ay': -969, 'Az': 3829, 'timestamps': 1542884323.37731}
{'yaw': -81.15018, 'pitch': -9.922533, 'roll': -6.521442, 'Ax': 1928, 'Ay': -897, 'Az': 3523, 'timestamps': 1542884323.421991}
{'yaw': -81.31188, 'pitch': -9.103227, 'roll': -5.70167, 'Ax': 2063, 'Ay': -803, 'Az': 3252, 'timestamps': 1542884323.4270382}
{'yaw': -81.48738, 'pitch': -8.369906, 'roll': -4.856542, 'Ax': 2240, 'Ay': -701, 'Az': 2988, 'timestamps': 1542884323.4271665}
{'yaw': -81.69614, 'pitch': -7.747994, 'roll': -3.982317, 'Ax': 2432, 'Ay': -630, 'Az': 2760, 'timestamps': 1542884323.431658}
{'yaw': -81.9231, 'pitch': -7.200783, 'roll': -3.080957, 'Ax': 2602, 'Ay': -561, 'Az': 2528, 'timestamps': 1542884323.4394445}
{'yaw': -82.15931, 'pitch': -6.691136, 'roll': -2.174949, 'Ax': 2736, 'Ay': -432, 'Az': 2256, 'timestamps': 1542884323.4652967}
{'yaw': -82.37471, 'pitch': -6.209236, 'roll': -1.255331, 'Ax': 2801, 'Ay': -246, 'Az': 1919, 'timestamps': 1542884323.4696267}
{'yaw': -82.56818, 'pitch': -5.783483, 'roll': -0.342878, 'Ax': 2820, 'Ay': -53, 'Az': 1497, 'timestamps': 1542884323.4697149}
{'yaw': -82.75163, 'pitch': -5.419745, 'roll': 0.567983, 'Ax': 2790, 'Ay': 93, 'Az': 1069, 'timestamps': 1542884323.4698036}
{'yaw': -82.93871, 'pitch': -5.113806, 'roll': 1.493763, 'Ax': 2702, 'Ay': 201, 'Az': 624, 'timestamps': 1542884323.510359}
{'yaw': -83.11988, 'pitch': -4.874858, 'roll': 2.423981, 'Ax': 2531, 'Ay': 295, 'Az': 137, 'timestamps': 1542884323.5175455}
{'yaw': -83.30802, 'pitch': -4.686096, 'roll': 3.335795, 'Ax': 2242, 'Ay': 334, 'Az': -409, 'timestamps': 1542884323.517622}
{'yaw': -83.53561, 'pitch': -4.560466, 'roll': 4.20513, 'Ax': 1891, 'Ay': 366, 'Az': -987, 'timestamps': 1542884323.5177028}
{'yaw': -83.82849, 'pitch': -4.504733, 'roll': 5.023062, 'Ax': 1581, 'Ay': 420, 'Az': -1497, 'timestamps': 1542884323.5252378}
{'yaw': -84.17879, 'pitch': -4.518259, 'roll': 5.779883, 'Ax': 1305, 'Ay': 481, 'Az': -1973, 'timestamps': 1542884323.529435}
{'yaw': -84.58882, 'pitch': -4.570466, 'roll': 6.477724, 'Ax': 1046, 'Ay': 544, 'Az': -2393, 'timestamps': 1542884323.5365214}
{'yaw': -85.01742, 'pitch': -4.618738, 'roll': 7.112326, 'Ax': 805, 'Ay': 630, 'Az': -2772, 'timestamps': 1542884323.576633}
{'yaw': -85.41409, 'pitch': -4.64082, 'roll': 7.647872, 'Ax': 584, 'Ay': 813, 'Az': -3111, 'timestamps': 1542884323.5811565}
{'yaw': -85.70836, 'pitch': -4.657396, 'roll': 8.085423, 'Ax': 374, 'Ay': 1066, 'Az': -3422, 'timestamps': 1542884323.581255}
{'yaw': -85.91158, 'pitch': -4.691054, 'roll': 8.425082, 'Ax': 180, 'Ay': 1311, 'Az': -3692, 'timestamps': 1542884323.5813491}
{'yaw': -86.02676, 'pitch': -4.776129, 'roll': 8.689979, 'Ax': 8, 'Ay': 1415, 'Az': -3905, 'timestamps': 1542884323.587834}
{'yaw': -86.10377, 'pitch': -4.881569, 'roll': 8.893389, 'Ax': -139, 'Ay': 1331, 'Az': -4039, 'timestamps': 1542884323.597371}
{'yaw': -86.18215, 'pitch': -4.986168, 'roll': 9.057593, 'Ax': -251, 'Ay': 1157, 'Az': -4145, 'timestamps': 1542884323.6097767}
{'yaw': -86.26047, 'pitch': -5.069968, 'roll': 9.212499, 'Ax': -281, 'Ay': 1068, 'Az': -4175, 'timestamps': 1542884323.6234455}
{'yaw': -86.32886, 'pitch': -5.159138, 'roll': 9.361987, 'Ax': -340, 'Ay': 1117, 'Az': -4263, 'timestamps': 1542884323.6299834}
{'yaw': -86.35665, 'pitch': -5.255494, 'roll': 9.504449, 'Ax': -458, 'Ay': 1263, 'Az': -4368, 'timestamps': 1542884323.6688724}
{'yaw': -86.3447, 'pitch': -5.37519, 'roll': 9.615155, 'Ax': -588, 'Ay': 1405, 'Az': -4427, 'timestamps': 1542884323.6720402}
{'yaw': -86.27197, 'pitch': -5.5142, 'roll': 9.707604, 'Ax': -710, 'Ay': 1498, 'Az': -4385, 'timestamps': 1542884323.6721375}
{'yaw': -86.15079, 'pitch': -5.690237, 'roll': 9.761554, 'Ax': -878, 'Ay': 1517, 'Az': -4346, 'timestamps': 1542884323.672231}
{'yaw': -86.01343, 'pitch': -5.900245, 'roll': 9.738874, 'Ax': -1098, 'Ay': 1417, 'Az': -4317, 'timestamps': 1542884323.6820273}
{'yaw': -85.83856, 'pitch': -6.089025, 'roll': 9.604988, 'Ax': -1327, 'Ay': 1317, 'Az': -4274, 'timestamps': 1542884323.6876574}
{'yaw': -85.60509, 'pitch': -6.247007, 'roll': 9.339157, 'Ax': -1522, 'Ay': 1393, 'Az': -4252, 'timestamps': 1542884323.698098}
{'yaw': -85.30347, 'pitch': -6.386875, 'roll': 8.895624, 'Ax': -1627, 'Ay': 1609, 'Az': -4212, 'timestamps': 1542884323.706551}
{'yaw': -84.91021, 'pitch': -6.52849, 'roll': 8.282193, 'Ax': -1542, 'Ay': 1937, 'Az': -4100, 'timestamps': 1542884323.7193973}
{'yaw': -84.43111, 'pitch': -6.700031, 'roll': 7.527438, 'Ax': -1172, 'Ay': 2344, 'Az': -3902, 'timestamps': 1542884323.7280676}
{'yaw': -83.90388, 'pitch': -6.997126, 'roll': 6.687402, 'Ax': -523, 'Ay': 2771, 'Az': -3587, 'timestamps': 1542884323.7393956}
{'yaw': -83.46719, 'pitch': -7.493304, 'roll': 5.878772, 'Ax': 269, 'Ay': 2843, 'Az': -3094, 'timestamps': 1542884323.7470396}
{'yaw': -83.1721, 'pitch': -8.157411, 'roll': 5.190109, 'Ax': 1035, 'Ay': 2583, 'Az': -2559, 'timestamps': 1542884323.7601624}
{'yaw': -82.99608, 'pitch': -8.941017, 'roll': 4.618413, 'Ax': 1637, 'Ay': 2266, 'Az': -2146, 'timestamps': 1542884323.766343}
{'yaw': -82.85049, 'pitch': -9.727894, 'roll': 4.145603, 'Ax': 1985, 'Ay': 1991, 'Az': -1895, 'timestamps': 1542884323.7759383}
{'yaw': -82.67413, 'pitch': -10.47875, 'roll': 3.719245, 'Ax': 2072, 'Ay': 1681, 'Az': -1771, 'timestamps': 1542884323.790477}
{'yaw': -82.41673, 'pitch': -11.17254, 'roll': 3.30565, 'Ax': 1979, 'Ay': 1442, 'Az': -1729, 'timestamps': 1542884323.799346}
{'yaw': -82.07642, 'pitch': -11.83727, 'roll': 2.881349, 'Ax': 1746, 'Ay': 1126, 'Az': -1720, 'timestamps': 1542884323.8073735}
{'yaw': -81.66515, 'pitch': -12.44567, 'roll': 2.433386, 'Ax': 1385, 'Ay': 608, 'Az': -1700, 'timestamps': 1542884323.8186662}
{'yaw': -81.20274, 'pitch': -12.98449, 'roll': 1.934149, 'Ax': 910, 'Ay': 74, 'Az': -1725, 'timestamps': 1542884323.8301802}
{'yaw': -80.69387, 'pitch': -13.48251, 'roll': 1.337266, 'Ax': 421, 'Ay': -374, 'Az': -1788, 'timestamps': 1542884323.8374856}
{'yaw': -80.17507, 'pitch': -13.98149, 'roll': 0.638468, 'Ax': 60, 'Ay': -701, 'Az': -1745, 'timestamps': 1542884323.847574}
{'yaw': -79.68388, 'pitch': -14.51556, 'roll': -0.122843, 'Ax': -70, 'Ay': -914, 'Az': -1484, 'timestamps': 1542884323.860953}
{'yaw': -79.22247, 'pitch': -15.12273, 'roll': -0.894083, 'Ax': 24, 'Ay': -1026, 'Az': -1055, 'timestamps': 1542884323.8657513}
{'yaw': -78.83272, 'pitch': -15.82384, 'roll': -1.638525, 'Ax': 225, 'Ay': -1048, 'Az': -564, 'timestamps': 1542884323.875825}
{'yaw': -78.46898, 'pitch': -16.6327, 'roll': -2.368444, 'Ax': 444, 'Ay': -1033, 'Az': -203, 'timestamps': 1542884323.886736}
{'yaw': -78.10372, 'pitch': -17.49063, 'roll': -3.139868, 'Ax': 593, 'Ay': -997, 'Az': 30, 'timestamps': 1542884323.8958185}
{'yaw': -77.69572, 'pitch': -18.35203, 'roll': -4.029705, 'Ax': 613, 'Ay': -1027, 'Az': 111, 'timestamps': 1542884323.9073458}
{'yaw': -77.21956, 'pitch': -19.1504, 'roll': -5.076751, 'Ax': 600, 'Ay': -1083, 'Az': 155, 'timestamps': 1542884323.9184186}
{'yaw': -76.67783, 'pitch': -19.80944, 'roll': -6.254768, 'Ax': 685, 'Ay': -1114, 'Az': 338, 'timestamps': 1542884323.925812}
{'yaw': -76.09228, 'pitch': -20.35216, 'roll': -7.441636, 'Ax': 947, 'Ay': -1041, 'Az': 864, 'timestamps': 1542884323.9358926}
{'yaw': -75.5064, 'pitch': -20.8419, 'roll': -8.568636, 'Ax': 1231, 'Ay': -779, 'Az': 1474, 'timestamps': 1542884323.9455829}
{'yaw': -74.94022, 'pitch': -21.34747, 'roll': -9.639846, 'Ax': 1351, 'Ay': -402, 'Az': 1901, 'timestamps': 1542884323.957903}
{'yaw': -74.4046, 'pitch': -21.89074, 'roll': -10.69072, 'Ax': 1298, 'Ay': -29, 'Az': 2185, 'timestamps': 1542884323.9659405}
{'yaw': -73.93336, 'pitch': -22.50141, 'roll': -11.72731, 'Ax': 1152, 'Ay': 235, 'Az': 2412, 'timestamps': 1542884323.9771008}
{'yaw': -73.49124, 'pitch': -23.13366, 'roll': -12.76497, 'Ax': 1014, 'Ay': 404, 'Az': 2690, 'timestamps': 1542884323.9855306}
{'yaw': -73.05515, 'pitch': -23.73907, 'roll': -13.79492, 'Ax': 942, 'Ay': 529, 'Az': 3054, 'timestamps': 1542884323.99658}
{'yaw': -72.54748, 'pitch': -24.27898, 'roll': -14.80272, 'Ax': 961, 'Ay': 633, 'Az': 3518, 'timestamps': 1542884324.0076776}
{'yaw': -71.96788, 'pitch': -24.73061, 'roll': -15.72327, 'Ax': 977, 'Ay': 808, 'Az': 4102, 'timestamps': 1542884324.0212953}
{'yaw': -71.39249, 'pitch': -25.13278, 'roll': -16.51811, 'Ax': 756, 'Ay': 908, 'Az': 4676, 'timestamps': 1542884324.0260687}
{'yaw': -70.85301, 'pitch': -25.47671, 'roll': -17.25332, 'Ax': 183, 'Ay': 777, 'Az': 4952, 'timestamps': 1542884324.0355775}
{'yaw': -70.31589, 'pitch': -25.66628, 'roll': -18.02145, 'Ax': -523, 'Ay': 589, 'Az': 4979, 'timestamps': 1542884324.046165}
{'yaw': -69.78967, 'pitch': -25.71374, 'roll': -18.86004, 'Ax': -1107, 'Ay': 436, 'Az': 4951, 'timestamps': 1542884324.0567172}
{'yaw': -69.24409, 'pitch': -25.62348, 'roll': -19.73662, 'Ax': -1439, 'Ay': 427, 'Az': 5036, 'timestamps': 1542884324.0677025}
{'yaw': -68.63789, 'pitch': -25.35484, 'roll': -20.61022, 'Ax': -1504, 'Ay': 613, 'Az': 5219, 'timestamps': 1542884324.0765543}
{'yaw': -67.91453, 'pitch': -24.95484, 'roll': -21.4662, 'Ax': -1401, 'Ay': 826, 'Az': 5521, 'timestamps': 1542884324.0867202}
{'yaw': -67.13799, 'pitch': -24.46869, 'roll': -22.24851, 'Ax': -1248, 'Ay': 949, 'Az': 6044, 'timestamps': 1542884324.0969617}
{'yaw': -66.33793, 'pitch': -23.94366, 'roll': -22.90908, 'Ax': -1121, 'Ay': 994, 'Az': 6733, 'timestamps': 1542884324.1118588}
{'yaw': -65.5555, 'pitch': -23.41514, 'roll': -23.44302, 'Ax': -1130, 'Ay': 840, 'Az': 7312, 'timestamps': 1542884324.1273334}
{'yaw': -64.83084, 'pitch': -22.8666, 'roll': -23.9124, 'Ax': -1311, 'Ay': 485, 'Az': 7733, 'timestamps': 1542884324.1314023}
{'yaw': -64.21136, 'pitch': -22.32743, 'roll': -24.32674, 'Ax': -1558, 'Ay': 94, 'Az': 8065, 'timestamps': 1542884324.142178}
{'yaw': -63.68167, 'pitch': -21.81884, 'roll': -24.69983, 'Ax': -1685, 'Ay': -179, 'Az': 8362, 'timestamps': 1542884324.1509259}
{'yaw': -63.26329, 'pitch': -21.41097, 'roll': -24.98879, 'Ax': -1602, 'Ay': -277, 'Az': 8779, 'timestamps': 1542884324.1560197}
{'yaw': -62.97318, 'pitch': -21.11739, 'roll': -25.14484, 'Ax': -1425, 'Ay': -219, 'Az': 9238, 'timestamps': 1542884324.1693547}
{'yaw': -62.76171, 'pitch': -20.90122, 'roll': -25.17982, 'Ax': -1199, 'Ay': -76, 'Az': 9582, 'timestamps': 1542884324.176608}
{'yaw': -62.62854, 'pitch': -20.72032, 'roll': -25.07999, 'Ax': -987, 'Ay': 72, 'Az': 9812, 'timestamps': 1542884324.185524}
{'yaw': -62.61447, 'pitch': -20.58784, 'roll': -24.81629, 'Ax': -931, 'Ay': 23, 'Az': 9982, 'timestamps': 1542884324.1955245}
{'yaw': -62.73721, 'pitch': -20.47708, 'roll': -24.44081, 'Ax': -964, 'Ay': -189, 'Az': 9975, 'timestamps': 1542884324.2071345}
{'yaw': -62.94922, 'pitch': -20.37129, 'roll': -23.98683, 'Ax': -1032, 'Ay': -480, 'Az': 9800, 'timestamps': 1542884324.2156498}
{'yaw': -63.23875, 'pitch': -20.21528, 'roll': -23.48784, 'Ax': -1094, 'Ay': -748, 'Az': 9528, 'timestamps': 1542884324.2293978}
{'yaw': -63.57056, 'pitch': -19.99868, 'roll': -22.96277, 'Ax': -1096, 'Ay': -917, 'Az': 9201, 'timestamps': 1542884324.239468}
{'yaw': -63.93232, 'pitch': -19.73189, 'roll': -22.41944, 'Ax': -1020, 'Ay': -978, 'Az': 8895, 'timestamps': 1542884324.246586}
{'yaw': -64.34382, 'pitch': -19.47571, 'roll': -21.8528, 'Ax': -867, 'Ay': -1005, 'Az': 8508, 'timestamps': 1542884324.2571185}
{'yaw': -64.83083, 'pitch': -19.26069, 'roll': -21.22423, 'Ax': -745, 'Ay': -1025, 'Az': 8078, 'timestamps': 1542884324.272073}
{'yaw': -65.40384, 'pitch': -19.08897, 'roll': -20.524, 'Ax': -586, 'Ay': -983, 'Az': 7585, 'timestamps': 1542884324.2767498}
{'yaw': -66.04479, 'pitch': -18.93594, 'roll': -19.74734, 'Ax': -371, 'Ay': -797, 'Az': 7056, 'timestamps': 1542884324.298872}
{'yaw': -66.68779, 'pitch': -18.77194, 'roll': -18.94131, 'Ax': -173, 'Ay': -566, 'Az': 6421, 'timestamps': 1542884324.3028817}
{'yaw': -67.28654, 'pitch': -18.53356, 'roll': -18.13757, 'Ax': -71, 'Ay': -350, 'Az': 5751, 'timestamps': 1542884324.3087137}
{'yaw': -67.79723, 'pitch': -18.19459, 'roll': -17.38103, 'Ax': 32, 'Ay': -108, 'Az': 5113, 'timestamps': 1542884324.3164196}
{'yaw': -68.19492, 'pitch': -17.76435, 'roll': -16.66413, 'Ax': 99, 'Ay': -18, 'Az': 4604, 'timestamps': 1542884324.3288476}
{'yaw': -68.54887, 'pitch': -17.30067, 'roll': -15.95035, 'Ax': 143, 'Ay': -111, 'Az': 4291, 'timestamps': 1542884324.3421206}
{'yaw': -68.89001, 'pitch': -16.84254, 'roll': -15.20936, 'Ax': 217, 'Ay': -341, 'Az': 4091, 'timestamps': 1542884324.3464086}
{'yaw': -69.22742, 'pitch': -16.34738, 'roll': -14.46128, 'Ax': 326, 'Ay': -534, 'Az': 3937, 'timestamps': 1542884324.3561065}
{'yaw': -69.51744, 'pitch': -15.81739, 'roll': -13.76049, 'Ax': 514, 'Ay': -662, 'Az': 3619, 'timestamps': 1542884324.3721652}
{'yaw': -69.79745, 'pitch': -15.2967, 'roll': -13.04827, 'Ax': 707, 'Ay': -776, 'Az': 3500, 'timestamps': 1542884324.3793366}
{'yaw': -70.11599, 'pitch': -14.8203, 'roll': -12.32583, 'Ax': 891, 'Ay': -938, 'Az': 3388, 'timestamps': 1542884324.3876624}
{'yaw': -70.47967, 'pitch': -14.39511, 'roll': -11.57651, 'Ax': 1086, 'Ay': -1082, 'Az': 3271, 'timestamps': 1542884324.395933}
{'yaw': -70.86423, 'pitch': -14.02344, 'roll': -10.79918, 'Ax': 1361, 'Ay': -1128, 'Az': 3165, 'timestamps': 1542884324.406133}
{'yaw': -71.27485, 'pitch': -13.69844, 'roll': -9.971566, 'Ax': 1675, 'Ay': -1111, 'Az': 3075, 'timestamps': 1542884324.4204633}
{'yaw': -71.70348, 'pitch': -13.39482, 'roll': -9.084794, 'Ax': 1973, 'Ay': -1129, 'Az': 2940, 'timestamps': 1542884324.428485}
{'yaw': -72.14433, 'pitch': -13.08319, 'roll': -8.123676, 'Ax': 2211, 'Ay': -1147, 'Az': 2747, 'timestamps': 1542884324.438072}
{'yaw': -72.56398, 'pitch': -12.76748, 'roll': -7.113851, 'Ax': 2411, 'Ay': -1103, 'Az': 2434, 'timestamps': 1542884324.4529815}
